Item,Binomial,WordA,WordB,Questions,Answer,SentenceType,Sentence,PrimeType,Prime,audio,Condition,List,RelFreq,GenPref,target_freq,prime_freq
15,father and son,father,son,Does Eric hate movies?,n,Sentence (alphabetical),+ Eric enjoys going to the movies with his father and son so much.,alphabetical,The bond between father and son grew deeper with each passing year.,audio/prime_alpha/The_bond_between_father_and_son_grew_deeper_with_each_passing_year.wav,1,5,0.46792363550000005,0.5278980018,frequent,frequent
15,father and son,father,son,Does Eric hate movies?,n,Sentence (nonalphabetical),+ Eric enjoys going to the movies with his son and father so much.,alphabetical,The bond between father and son grew deeper with each passing year.,audio/prime_alpha/The_bond_between_father_and_son_grew_deeper_with_each_passing_year.wav,2,6,0.46792363550000005,0.5278980018,not-frequent,frequent
15,father and son,father,son,Does Eric hate movies?,n,Sentence (alphabetical),+ Eric enjoys going to the movies with his father and son so much.,nonalphabetical,The bond between son and father grew deeper with each passing year.,audio/prime_nonalpha/The_bond_between_son_and_father_grew_deeper_with_each_passing_year.wav,3,1,0.46792363550000005,0.5278980018,frequent,not-frequent
15,father and son,father,son,Does Eric hate movies?,n,Sentence (nonalphabetical),+ Eric enjoys going to the movies with his son and father so much.,nonalphabetical,The bond between son and father grew deeper with each passing year.,audio/prime_nonalpha/The_bond_between_son_and_father_grew_deeper_with_each_passing_year.wav,4,2,0.46792363550000005,0.5278980018,not-frequent,not-frequent
15,father and son,father,son,Does Eric hate movies?,n,Sentence (alphabetical),+ Eric enjoys going to the movies with his father and son so much.,unrelated,"The dog wagged its tail eagerly, hoping for a treat.","audio/prime_unrelated/The_dog_wagged_its_tail_eagerly,_hoping_for_a_treat.wav",5,3,0.46792363550000005,0.5278980018,frequent,unrelated
15,father and son,father,son,Does Eric hate movies?,n,Sentence (nonalphabetical),+ Eric enjoys going to the movies with his son and father so much.,unrelated,"The dog wagged its tail eagerly, hoping for a treat.","audio/prime_unrelated/The_dog_wagged_its_tail_eagerly,_hoping_for_a_treat.wav",6,4,0.46792363550000005,0.5278980018,not-frequent,unrelated
6,boys and girls,boys,girls,Did the teacher separate the students into many groups?,n,Sentence (alphabetical),+ The teacher separated the boys and girls into two groups.,alphabetical,Boys and girls eagerly gathered around the storyteller for an afternoon of tales.,audio/prime_alpha/Boys_and_girls_eagerly_gathered_around_the_storyteller_for_an_afternoon_of_tales.wav,1,2,0.38251956350000005,0.6258780033,frequent,frequent
6,boys and girls,boys,girls,Did the teacher separate the students into many groups?,n,Sentence (nonalphabetical),+ The teacher separated the girls and boys into two groups.,alphabetical,Boys and girls eagerly gathered around the storyteller for an afternoon of tales.,audio/prime_alpha/Boys_and_girls_eagerly_gathered_around_the_storyteller_for_an_afternoon_of_tales.wav,2,3,0.38251956350000005,0.6258780033,not-frequent,frequent
6,boys and girls,boys,girls,Did the teacher separate the students into many groups?,n,Sentence (alphabetical),+ The teacher separated the boys and girls into two groups.,nonalphabetical,Girls and boys eagerly gathered around the storyteller for an afternoon of tales.,audio/prime_nonalpha/Girls_and_boys_eagerly_gathered_around_the_storyteller_for_an_afternoon_of_tales.wav,3,4,0.38251956350000005,0.6258780033,frequent,not-frequent
6,boys and girls,boys,girls,Did the teacher separate the students into many groups?,n,Sentence (nonalphabetical),+ The teacher separated the girls and boys into two groups.,nonalphabetical,Girls and boys eagerly gathered around the storyteller for an afternoon of tales.,audio/prime_nonalpha/Girls_and_boys_eagerly_gathered_around_the_storyteller_for_an_afternoon_of_tales.wav,4,5,0.38251956350000005,0.6258780033,not-frequent,not-frequent
6,boys and girls,boys,girls,Did the teacher separate the students into many groups?,n,Sentence (alphabetical),+ The teacher separated the boys and girls into two groups.,unrelated,"The mountain trail was steep, but the view from the top made every step worth it.","audio/prime_unrelated/The_mountain_trail_was_steep,_but_the_view_from_the_top_made_every_step_worth_it.wav",5,6,0.38251956350000005,0.6258780033,frequent,unrelated
6,boys and girls,boys,girls,Did the teacher separate the students into many groups?,n,Sentence (nonalphabetical),+ The teacher separated the girls and boys into two groups.,unrelated,"The mountain trail was steep, but the view from the top made every step worth it.","audio/prime_unrelated/The_mountain_trail_was_steep,_but_the_view_from_the_top_made_every_step_worth_it.wav",6,1,0.38251956350000005,0.6258780033,not-frequent,unrelated
14,fall and rise,fall,rise,Was the narrator sick because of the waves?,y,Sentence (alphabetical),+ I've gotten particularly ill due to the fall and rise of the waves.,alphabetical,The documentary charts the fall and rise of a once-beloved artist.,audio/prime_alpha/The_documentary_charts_the_fall_and_rise_of_a_once-beloved_artist.wav,1,4,-0.47005192108,0.4320348317,not-frequent,not-frequent
14,fall and rise,fall,rise,Was the narrator sick because of the waves?,y,Sentence (nonalphabetical),+ I've gotten particularly ill due to the rise and fall of the waves.,alphabetical,The documentary charts the fall and rise of a once-beloved artist.,audio/prime_alpha/The_documentary_charts_the_fall_and_rise_of_a_once-beloved_artist.wav,2,5,-0.47005192108,0.4320348317,frequent,not-frequent
14,fall and rise,fall,rise,Was the narrator sick because of the waves?,y,Sentence (alphabetical),+ I've gotten particularly ill due to the fall and rise of the waves.,nonalphabetical,The documentary charts the rise and fall of a once-beloved artist.,audio/prime_nonalpha/The_documentary_charts_the_rise_and_fall_of_a_once-beloved_artist.wav,3,6,-0.47005192108,0.4320348317,not-frequent,frequent
14,fall and rise,fall,rise,Was the narrator sick because of the waves?,y,Sentence (nonalphabetical),+ I've gotten particularly ill due to the rise and fall of the waves.,nonalphabetical,The documentary charts the rise and fall of a once-beloved artist.,audio/prime_nonalpha/The_documentary_charts_the_rise_and_fall_of_a_once-beloved_artist.wav,4,1,-0.47005192108,0.4320348317,frequent,frequent
14,fall and rise,fall,rise,Was the narrator sick because of the waves?,y,Sentence (alphabetical),+ I've gotten particularly ill due to the fall and rise of the waves.,unrelated,"She gazed out at the ocean, mesmerized by the endless waves crashing against the shore.","audio/prime_unrelated/She_gazed_out_at_the_ocean,_mesmerized_by_the_endless_waves_crashing_against_the_shore.wav",5,2,-0.47005192108,0.4320348317,not-frequent,unrelated
14,fall and rise,fall,rise,Was the narrator sick because of the waves?,y,Sentence (nonalphabetical),+ I've gotten particularly ill due to the rise and fall of the waves.,unrelated,"She gazed out at the ocean, mesmerized by the endless waves crashing against the shore.","audio/prime_unrelated/She_gazed_out_at_the_ocean,_mesmerized_by_the_endless_waves_crashing_against_the_shore.wav",6,3,-0.47005192108,0.4320348317,frequent,unrelated
8,brothers and sisters,brothers,sisters,Does Andrew live alone?,n,Sentence (alphabetical),"+ Andrew shared with his brothers and sisters, so he was excited to have a roomate.",alphabetical,I always love seeing my brothers and sisters when I go home for the holidays.,audio/prime_alpha/I_always_love_seeing_my_brothers_and_sisters_when_I_go_home_for_the_holidays.wav,1,4,0.4142402514,0.6388390377,frequent,frequent
8,brothers and sisters,brothers,sisters,Does Andrew live alone?,n,Sentence (nonalphabetical),"+ Andrew shared with his sisters and brothers, so he was excited to have a roomate.",alphabetical,I always love seeing my brothers and sisters when I go home for the holidays.,audio/prime_alpha/I_always_love_seeing_my_brothers_and_sisters_when_I_go_home_for_the_holidays.wav,2,5,0.4142402514,0.6388390377,not-frequent,frequent
8,brothers and sisters,brothers,sisters,Does Andrew live alone?,n,Sentence (alphabetical),"+ Andrew shared with his brothers and sisters, so he was excited to have a roomate.",nonalphabetical,I always love seeing my sisters and brothers when I go home for the holidays.,audio/prime_nonalpha/I_always_love_seeing_my_sisters_and_brothers_when_I_go_home_for_the_holidays.wav,3,6,0.4142402514,0.6388390377,frequent,not-frequent
8,brothers and sisters,brothers,sisters,Does Andrew live alone?,n,Sentence (nonalphabetical),"+ Andrew shared with his sisters and brothers, so he was excited to have a roomate.",nonalphabetical,I always love seeing my sisters and brothers when I go home for the holidays.,audio/prime_nonalpha/I_always_love_seeing_my_sisters_and_brothers_when_I_go_home_for_the_holidays.wav,4,1,0.4142402514,0.6388390377,not-frequent,not-frequent
8,brothers and sisters,brothers,sisters,Does Andrew live alone?,n,Sentence (alphabetical),"+ Andrew shared with his brothers and sisters, so he was excited to have a roomate.",unrelated,"They exchanged a knowing glance, each understanding the other's unspoken thoughts.","audio/prime_unrelated/They_exchanged_a_knowing_glance,_each_understanding_the_others_unspoken_thoughts.wav",5,2,0.4142402514,0.6388390377,frequent,unrelated
8,brothers and sisters,brothers,sisters,Does Andrew live alone?,n,Sentence (nonalphabetical),"+ Andrew shared with his sisters and brothers, so he was excited to have a roomate.",unrelated,"They exchanged a knowing glance, each understanding the other's unspoken thoughts.","audio/prime_unrelated/They_exchanged_a_knowing_glance,_each_understanding_the_others_unspoken_thoughts.wav",6,3,0.4142402514,0.6388390377,not-frequent,unrelated
9,cause and effect,cause,effect,Did Ryan research about inflation?,y,Sentence (alphabetical),"+ Ryan was uncertain about the cause and effect of inflation, so he did some research.",alphabetical,The gathering was filled with laughter from brothers and sisters catching up after a long time apart.,audio/prime_alpha/The_gathering_was_filled_with_laughter_from_brothers_and_sisters_catching_up_after_a_long_time_apart.wav,1,5,0.48939205659999996,0.78038961,frequent,frequent
9,cause and effect,cause,effect,Did Ryan research about inflation?,y,Sentence (nonalphabetical),"+ Ryan was uncertain about the effect and cause of inflation, so he did some research.",alphabetical,The gathering was filled with laughter from brothers and sisters catching up after a long time apart.,audio/prime_alpha/The_gathering_was_filled_with_laughter_from_brothers_and_sisters_catching_up_after_a_long_time_apart.wav,2,6,0.48939205659999996,0.78038961,not-frequent,frequent
9,cause and effect,cause,effect,Did Ryan research about inflation?,y,Sentence (alphabetical),"+ Ryan was uncertain about the cause and effect of inflation, so he did some research.",nonalphabetical,The gathering was filled with laughter from sisters and brothers catching up after a long time apart.,audio/prime_nonalpha/The_gathering_was_filled_with_laughter_from_sisters_and_brothers_catching_up_after_a_long_time_apart.wav,3,1,0.48939205659999996,0.78038961,frequent,not-frequent
9,cause and effect,cause,effect,Did Ryan research about inflation?,y,Sentence (nonalphabetical),"+ Ryan was uncertain about the effect and cause of inflation, so he did some research.",nonalphabetical,The gathering was filled with laughter from sisters and brothers catching up after a long time apart.,audio/prime_nonalpha/The_gathering_was_filled_with_laughter_from_sisters_and_brothers_catching_up_after_a_long_time_apart.wav,4,2,0.48939205659999996,0.78038961,not-frequent,not-frequent
9,cause and effect,cause,effect,Did Ryan research about inflation?,y,Sentence (alphabetical),"+ Ryan was uncertain about the cause and effect of inflation, so he did some research.",unrelated,"She carefully wrapped the gift, tying a red ribbon into a perfect bow.","audio/prime_unrelated/She_carefully_wrapped_the_gift,_tying_a_red_ribbon_into_a_perfect_bow.wav",5,3,0.48939205659999996,0.78038961,frequent,unrelated
9,cause and effect,cause,effect,Did Ryan research about inflation?,y,Sentence (nonalphabetical),"+ Ryan was uncertain about the effect and cause of inflation, so he did some research.",unrelated,"She carefully wrapped the gift, tying a red ribbon into a perfect bow.","audio/prime_unrelated/She_carefully_wrapped_the_gift,_tying_a_red_ribbon_into_a_perfect_bow.wav",6,4,0.48939205659999996,0.78038961,not-frequent,unrelated
10,days and nights,days,nights,Did Finn easily write his novel?,n,Sentence (alphabetical),+ Finn spent many days and nights working on writing his novel.,alphabetical,The desert's harshness is evident in the extreme days and nights.,audio/prime_alpha/The_deserts_harshness_is_evident_in_the_extreme_days_and_nights.wav,1,6,0.4144469086,0.6530893812,frequent,frequent
10,days and nights,days,nights,Did Finn easily write his novel?,n,Sentence (nonalphabetical),+ Finn spent many nights and days working on writing his novel.,alphabetical,The desert's harshness is evident in the extreme days and nights.,audio/prime_alpha/The_deserts_harshness_is_evident_in_the_extreme_days_and_nights.wav,2,1,0.4144469086,0.6530893812,not-frequent,frequent
10,days and nights,days,nights,Did Finn easily write his novel?,n,Sentence (alphabetical),+ Finn spent many days and nights working on writing his novel.,nonalphabetical,The desert's harshness is evident in the extreme nights and days.,audio/prime_nonalpha/The_deserts_harshness_is_evident_in_the_extreme_nights_and_days.wav,3,2,0.4144469086,0.6530893812,frequent,not-frequent
10,days and nights,days,nights,Did Finn easily write his novel?,n,Sentence (nonalphabetical),+ Finn spent many nights and days working on writing his novel.,nonalphabetical,The desert's harshness is evident in the extreme nights and days.,audio/prime_nonalpha/The_deserts_harshness_is_evident_in_the_extreme_nights_and_days.wav,4,3,0.4144469086,0.6530893812,not-frequent,not-frequent
10,days and nights,days,nights,Did Finn easily write his novel?,n,Sentence (alphabetical),+ Finn spent many days and nights working on writing his novel.,unrelated,The crowded marketplace buzzed with the sounds of bargaining and laughter.,audio/prime_unrelated/The_crowded_marketplace_buzzed_with_the_sounds_of_bargaining_and_laughter.wav,5,4,0.4144469086,0.6530893812,frequent,unrelated
10,days and nights,days,nights,Did Finn easily write his novel?,n,Sentence (nonalphabetical),+ Finn spent many nights and days working on writing his novel.,unrelated,The crowded marketplace buzzed with the sounds of bargaining and laughter.,audio/prime_unrelated/The_crowded_marketplace_buzzed_with_the_sounds_of_bargaining_and_laughter.wav,6,5,0.4144469086,0.6530893812,not-frequent,unrelated
17,feet and hands,feet,hands,Were the child's limbs fine?,n,Sentence (alphabetical),+ The child's feet and hands were numb.,alphabetical,"The dancer moved her feet and hands gracefully, commanding the stage.","audio/prime_alpha/The_dancer_moved_her_feet_and_hands_gracefully,_commanding_the_stage.wav",1,1,-0.382257009,0.4219806788,not-frequent,not-frequent
17,feet and hands,feet,hands,Were the child's limbs fine?,n,Sentence (nonalphabetical),+ The child's hands and feet were numb.,alphabetical,"The dancer moved her feet and hands gracefully, commanding the stage.","audio/prime_alpha/The_dancer_moved_her_feet_and_hands_gracefully,_commanding_the_stage.wav",2,2,-0.382257009,0.4219806788,frequent,not-frequent
17,feet and hands,feet,hands,Were the child's limbs fine?,n,Sentence (alphabetical),+ The child's feet and hands were numb.,nonalphabetical,"The dancer moved her hands and feet gracefully, commanding the stage.","audio/prime_nonalpha/The_dancer_moved_her_hands_and_feet_gracefully,_commanding_the_stage.wav",3,3,-0.382257009,0.4219806788,not-frequent,frequent
17,feet and hands,feet,hands,Were the child's limbs fine?,n,Sentence (nonalphabetical),+ The child's hands and feet were numb.,nonalphabetical,"The dancer moved her hands and feet gracefully, commanding the stage.","audio/prime_nonalpha/The_dancer_moved_her_hands_and_feet_gracefully,_commanding_the_stage.wav",4,4,-0.382257009,0.4219806788,frequent,frequent
17,feet and hands,feet,hands,Were the child's limbs fine?,n,Sentence (alphabetical),+ The child's feet and hands were numb.,unrelated,The crisp autumn air was filled with the scent of pine and fallen leaves.,audio/prime_unrelated/The_crisp_autumn_air_was_filled_with_the_scent_of_pine_and_fallen_leaves.wav,5,5,-0.382257009,0.4219806788,not-frequent,unrelated
17,feet and hands,feet,hands,Were the child's limbs fine?,n,Sentence (nonalphabetical),+ The child's hands and feet were numb.,unrelated,The crisp autumn air was filled with the scent of pine and fallen leaves.,audio/prime_unrelated/The_crisp_autumn_air_was_filled_with_the_scent_of_pine_and_fallen_leaves.wav,6,6,-0.382257009,0.4219806788,frequent,unrelated
26,money and time,money,time,Was it an easy project?,n,Sentence (alphabetical),+ The amount of money and time required to fix it made it quite the project.,alphabetical,Managing money and time effectively is key to achieving financial goals.,audio/prime_alpha/Managing_money_and_time_effectively_is_key_to_achieving_financial_goals.wav,1,4,-0.39663031719999997,0.3490212064,not-frequent,not-frequent
26,money and time,money,time,Was it an easy project?,n,Sentence (nonalphabetical),+ The amount of time and money required to fix it made it quite the project.,alphabetical,Managing money and time effectively is key to achieving financial goals.,audio/prime_alpha/Managing_money_and_time_effectively_is_key_to_achieving_financial_goals.wav,2,5,-0.39663031719999997,0.3490212064,frequent,not-frequent
26,money and time,money,time,Was it an easy project?,n,Sentence (alphabetical),+ The amount of money and time required to fix it made it quite the project.,nonalphabetical,Managing time and money effectively is key to achieving financial goals.,audio/prime_nonalpha/Managing_time_and_money_effectively_is_key_to_achieving_financial_goals.wav,3,6,-0.39663031719999997,0.3490212064,not-frequent,frequent
26,money and time,money,time,Was it an easy project?,n,Sentence (nonalphabetical),+ The amount of time and money required to fix it made it quite the project.,nonalphabetical,Managing time and money effectively is key to achieving financial goals.,audio/prime_nonalpha/Managing_time_and_money_effectively_is_key_to_achieving_financial_goals.wav,4,1,-0.39663031719999997,0.3490212064,frequent,frequent
26,money and time,money,time,Was it an easy project?,n,Sentence (alphabetical),+ The amount of money and time required to fix it made it quite the project.,unrelated,"She wrapped the scarf around her neck, bracing herself against the winter chill.","audio/prime_unrelated/She_wrapped_the_scarf_around_her_neck,_bracing_herself_against_the_winter_chill.wav",5,2,-0.39663031719999997,0.3490212064,not-frequent,unrelated
26,money and time,money,time,Was it an easy project?,n,Sentence (nonalphabetical),+ The amount of time and money required to fix it made it quite the project.,unrelated,"She wrapped the scarf around her neck, bracing herself against the winter chill.","audio/prime_unrelated/She_wrapped_the_scarf_around_her_neck,_bracing_herself_against_the_winter_chill.wav",6,3,-0.39663031719999997,0.3490212064,frequent,unrelated
21,gentlemen and ladies,gentlemen,ladies,Did the hostess refuse to help the customers?,n,Sentence (alphabetical),+ The hostess in the venue lead the gentlemen and ladies to their respective tables.,alphabetical,The event was attended by both gentlemen and ladies dressed in elegant attire.,audio/prime_alpha/The_event_was_attended_by_both_gentlemen_and_ladies_dressed_in_elegant_attire.wav,1,5,-0.40864716032,0.5176318827,not-frequent,not-frequent
21,gentlemen and ladies,gentlemen,ladies,Did the hostess refuse to help the customers?,n,Sentence (nonalphabetical),+ The hostess in the venue lead the ladies and gentlemen to their respective tables.,alphabetical,The event was attended by both gentlemen and ladies dressed in elegant attire.,audio/prime_alpha/The_event_was_attended_by_both_gentlemen_and_ladies_dressed_in_elegant_attire.wav,2,6,-0.40864716032,0.5176318827,frequent,not-frequent
21,gentlemen and ladies,gentlemen,ladies,Did the hostess refuse to help the customers?,n,Sentence (alphabetical),+ The hostess in the venue lead the gentlemen and ladies to their respective tables.,nonalphabetical,The event was attended by both ladies and gentlemen dressed in elegant attire.,audio/prime_nonalpha/The_event_was_attended_by_both_ladies_and_gentlemen_dressed_in_elegant_attire.wav,3,1,-0.40864716032,0.5176318827,not-frequent,frequent
21,gentlemen and ladies,gentlemen,ladies,Did the hostess refuse to help the customers?,n,Sentence (nonalphabetical),+ The hostess in the venue lead the ladies and gentlemen to their respective tables.,nonalphabetical,The event was attended by both ladies and gentlemen dressed in elegant attire.,audio/prime_nonalpha/The_event_was_attended_by_both_ladies_and_gentlemen_dressed_in_elegant_attire.wav,4,2,-0.40864716032,0.5176318827,frequent,frequent
21,gentlemen and ladies,gentlemen,ladies,Did the hostess refuse to help the customers?,n,Sentence (alphabetical),+ The hostess in the venue lead the gentlemen and ladies to their respective tables.,unrelated,"The snow covered the town in a blanket of white, transforming it into a winter wonderland.","audio/prime_unrelated/The_snow_covered_the_town_in_a_blanket_of_white,_transforming_it_into_a_winter_wonderland.wav",5,3,-0.40864716032,0.5176318827,not-frequent,unrelated
21,gentlemen and ladies,gentlemen,ladies,Did the hostess refuse to help the customers?,n,Sentence (nonalphabetical),+ The hostess in the venue lead the ladies and gentlemen to their respective tables.,unrelated,"The snow covered the town in a blanket of white, transforming it into a winter wonderland.","audio/prime_unrelated/The_snow_covered_the_town_in_a_blanket_of_white,_transforming_it_into_a_winter_wonderland.wav",6,4,-0.40864716032,0.5176318827,frequent,unrelated
1,arms and legs,arms,legs,Did Sandra get into a bike accident?,y,Sentence (alphabetical),+ Sandra broke her arms and legs because she got into a bike accident.,alphabetical,When he gets upset he crosses his arms and legs in a very tense manner.,audio/prime_alpha/When_he_gets_upset_he_crosses_his_arms_and_legs_in_a_very_tense_manner.wav,1,3,0.33699264640000004,0.6051687367,frequent,frequent
1,arms and legs,arms,legs,Did Sandra get into a bike accident?,y,Sentence (nonalphabetical),+ Sandra broke her legs and arms because she got into a bike accident.,alphabetical,When he gets upset he crosses his arms and legs in a very tense manner.,audio/prime_alpha/When_he_gets_upset_he_crosses_his_arms_and_legs_in_a_very_tense_manner.wav,2,4,0.33699264640000004,0.6051687367,not-frequent,frequent
1,arms and legs,arms,legs,Did Sandra get into a bike accident?,y,Sentence (alphabetical),+ Sandra broke her arms and legs because she got into a bike accident.,nonalphabetical,When he gets upset he crosses his legs and arms in a very tense manner.,audio/prime_nonalpha/When_he_gets_upset_he_crosses_his_legs_and_arms_in_a_very_tense_manner.wav,3,5,0.33699264640000004,0.6051687367,frequent,not-frequent
1,arms and legs,arms,legs,Did Sandra get into a bike accident?,y,Sentence (nonalphabetical),+ Sandra broke her legs and arms because she got into a bike accident.,nonalphabetical,When he gets upset he crosses his legs and arms in a very tense manner.,audio/prime_nonalpha/When_he_gets_upset_he_crosses_his_legs_and_arms_in_a_very_tense_manner.wav,4,6,0.33699264640000004,0.6051687367,not-frequent,not-frequent
1,arms and legs,arms,legs,Did Sandra get into a bike accident?,y,Sentence (alphabetical),+ Sandra broke her arms and legs because she got into a bike accident.,unrelated,"The sun dipped below the horizon, painting the sky in shades of orange and pink.","audio/prime_unrelated/The_sun_dipped_below_the_horizon,_painting_the_sky_in_shades_of_orange_and_pink.wav",5,1,0.33699264640000004,0.6051687367,frequent,unrelated
1,arms and legs,arms,legs,Did Sandra get into a bike accident?,y,Sentence (nonalphabetical),+ Sandra broke her legs and arms because she got into a bike accident.,unrelated,"The sun dipped below the horizon, painting the sky in shades of orange and pink.","audio/prime_unrelated/The_sun_dipped_below_the_horizon,_painting_the_sky_in_shades_of_orange_and_pink.wav",6,2,0.33699264640000004,0.6051687367,not-frequent,unrelated
20,gas and oil,gas,oil,Is Sam uneducated about cars?,y,Sentence (alphabetical),+ Sam didn't know the difference between gas and oil so she ruined her car.,alphabetical,The economy in this region is heavily dependent on gas and oil production.,audio/prime_alpha/The_economy_in_this_region_is_heavily_dependent_on_gas_and_oil_production.wav,1,4,-0.4145522406,0.414941423,not-frequent,not-frequent
20,gas and oil,gas,oil,Is Sam uneducated about cars?,y,Sentence (nonalphabetical),+ Sam didn't know the difference between oil and gas so she ruined her car.,alphabetical,The economy in this region is heavily dependent on gas and oil production.,audio/prime_alpha/The_economy_in_this_region_is_heavily_dependent_on_gas_and_oil_production.wav,2,5,-0.4145522406,0.414941423,frequent,not-frequent
20,gas and oil,gas,oil,Is Sam uneducated about cars?,y,Sentence (alphabetical),+ Sam didn't know the difference between gas and oil so she ruined her car.,nonalphabetical,The economy in this region is heavily dependent on oil and gas production.,audio/prime_nonalpha/The_economy_in_this_region_is_heavily_dependent_on_oil_and_gas_production.wav,3,6,-0.4145522406,0.414941423,not-frequent,frequent
20,gas and oil,gas,oil,Is Sam uneducated about cars?,y,Sentence (nonalphabetical),+ Sam didn't know the difference between oil and gas so she ruined her car.,nonalphabetical,The economy in this region is heavily dependent on oil and gas production.,audio/prime_nonalpha/The_economy_in_this_region_is_heavily_dependent_on_oil_and_gas_production.wav,4,1,-0.4145522406,0.414941423,frequent,frequent
20,gas and oil,gas,oil,Is Sam uneducated about cars?,y,Sentence (alphabetical),+ Sam didn't know the difference between gas and oil so she ruined her car.,unrelated,"He sat by the campfire, warming his hands as the stars sparkled above.","audio/prime_unrelated/He_sat_by_the_campfire,_warming_his_hands_as_the_stars_sparkled_above.wav",5,2,-0.4145522406,0.414941423,not-frequent,unrelated
20,gas and oil,gas,oil,Is Sam uneducated about cars?,y,Sentence (nonalphabetical),+ Sam didn't know the difference between oil and gas so she ruined her car.,unrelated,"He sat by the campfire, warming his hands as the stars sparkled above.","audio/prime_unrelated/He_sat_by_the_campfire,_warming_his_hands_as_the_stars_sparkled_above.wav",6,3,-0.4145522406,0.414941423,frequent,unrelated
23,husband and wife,husband,wife,Was Michelle surprised by what he learned?,y,Sentence (alphabetical),+ Michelle was surprised to learn that the husband and wife were getting a divorce.,alphabetical,"The couple was too young to be husband and wife, in their parents' opinion.","audio/prime_alpha/The_couple_was_too_young_to_be_husband_and_wife,_in_their_parents_opinion.wav",1,1,0.47459814489999996,0.5027550125,frequent,frequent
23,husband and wife,husband,wife,Was Michelle surprised by what he learned?,y,Sentence (nonalphabetical),+ Michelle was surprised to learn that the wife and husband were getting a divorce.,alphabetical,"The couple was too young to be husband and wife, in their parents' opinion.","audio/prime_alpha/The_couple_was_too_young_to_be_husband_and_wife,_in_their_parents_opinion.wav",2,2,0.47459814489999996,0.5027550125,not-frequent,frequent
23,husband and wife,husband,wife,Was Michelle surprised by what he learned?,y,Sentence (alphabetical),+ Michelle was surprised to learn that the husband and wife were getting a divorce.,nonalphabetical,"The couple was too young to be wife and husband, in their parents' opinion.","audio/prime_nonalpha/The_couple_was_too_young_to_be_wife_and_husband,_in_their_parents_opinion.wav",3,3,0.47459814489999996,0.5027550125,frequent,not-frequent
23,husband and wife,husband,wife,Was Michelle surprised by what he learned?,y,Sentence (nonalphabetical),+ Michelle was surprised to learn that the wife and husband were getting a divorce.,nonalphabetical,"The couple was too young to be wife and husband, in their parents' opinion.","audio/prime_nonalpha/The_couple_was_too_young_to_be_wife_and_husband,_in_their_parents_opinion.wav",4,4,0.47459814489999996,0.5027550125,not-frequent,not-frequent
23,husband and wife,husband,wife,Was Michelle surprised by what he learned?,y,Sentence (alphabetical),+ Michelle was surprised to learn that the husband and wife were getting a divorce.,unrelated,The old house creaked and groaned with every gust of wind.,audio/prime_unrelated/The_old_house_creaked_and_groaned_with_every_gust_of_wind.wav,5,5,0.47459814489999996,0.5027550125,frequent,unrelated
23,husband and wife,husband,wife,Was Michelle surprised by what he learned?,y,Sentence (nonalphabetical),+ Michelle was surprised to learn that the wife and husband were getting a divorce.,unrelated,The old house creaked and groaned with every gust of wind.,audio/prime_unrelated/The_old_house_creaked_and_groaned_with_every_gust_of_wind.wav,6,6,0.47459814489999996,0.5027550125,not-frequent,unrelated
19,fruits and vegetables,fruits,vegetables,Did Paul eat unhealthily growing up?,n,Sentence (alphabetical),"+ Growing up, Paul ate his fruits and vegetables everyday.",alphabetical,A healthy diet includes a balance of fruits and vegetables for essential nutrients.,audio/prime_alpha/A_healthy_diet_includes_a_balance_of_fruits_and_vegetables_for_essential_nutrients.wav,1,3,0.3501050683,0.6085325242,frequent,frequent
19,fruits and vegetables,fruits,vegetables,Did Paul eat unhealthily growing up?,n,Sentence (nonalphabetical),"+ Growing up, Paul ate his vegetables and fruits everyday.",alphabetical,A healthy diet includes a balance of fruits and vegetables for essential nutrients.,audio/prime_alpha/A_healthy_diet_includes_a_balance_of_fruits_and_vegetables_for_essential_nutrients.wav,2,4,0.3501050683,0.6085325242,not-frequent,frequent
19,fruits and vegetables,fruits,vegetables,Did Paul eat unhealthily growing up?,n,Sentence (alphabetical),"+ Growing up, Paul ate his fruits and vegetables everyday.",nonalphabetical,A healthy diet includes a balance of vegetables and fruits for essential nutrients.,audio/prime_nonalpha/A_healthy_diet_includes_a_balance_of_vegetables_and_fruits_for_essential_nutrients.wav,3,5,0.3501050683,0.6085325242,frequent,not-frequent
19,fruits and vegetables,fruits,vegetables,Did Paul eat unhealthily growing up?,n,Sentence (nonalphabetical),"+ Growing up, Paul ate his vegetables and fruits everyday.",nonalphabetical,A healthy diet includes a balance of vegetables and fruits for essential nutrients.,audio/prime_nonalpha/A_healthy_diet_includes_a_balance_of_vegetables_and_fruits_for_essential_nutrients.wav,4,6,0.3501050683,0.6085325242,not-frequent,not-frequent
19,fruits and vegetables,fruits,vegetables,Did Paul eat unhealthily growing up?,n,Sentence (alphabetical),"+ Growing up, Paul ate his fruits and vegetables everyday.",unrelated,"The orchestra's music filled the hall, sending chills down the audience's spines.","audio/prime_unrelated/The_orchestras_music_filled_the_hall,_sending_chills_down_the_audiences_spines.wav",5,1,0.3501050683,0.6085325242,frequent,unrelated
